1.0000000e+01	3.1359202e-20
1.0125000e+01	2.5853848e-20
1.0250000e+01	2.1366075e-20
1.0375000e+01	1.8812424e-20
1.0500000e+01	1.6926836e-20
1.0625000e+01	1.5972146e-20
1.0750000e+01	1.3461391e-20
1.0875000e+01	1.1901139e-20
1.1000000e+01	1.0417927e-20
1.1125000e+01	9.3930028e-21
1.1250000e+01	7.7012952e-21
1.1375000e+01	6.3242810e-21
1.1500000e+01	5.9423686e-21
1.1625000e+01	5.7845244e-21
1.1750000e+01	5.1821700e-21
1.1875000e+01	4.7852422e-21
1.2000000e+01	3.9870178e-21
1.2125000e+01	3.3441764e-21
1.2250000e+01	3.0090453e-21
1.2375000e+01	2.8170236e-21
1.2500000e+01	2.4213431e-21
1.2625000e+01	2.1792227e-21
1.2750000e+01	2.2920470e-21
1.2875000e+01	2.0884912e-21
1.3000000e+01	1.9124497e-21
1.3125000e+01	1.7393682e-21
1.3250000e+01	1.5251336e-21
1.3375000e+01	1.5474737e-21
1.3500000e+01	1.3957928e-21
1.3625000e+01	1.8009283e-21
1.3750000e+01	4.7209567e-21
1.3875000e+01	1.1142877e-20
1.4000000e+01	8.7509192e-21
1.4125000e+01	3.1893986e-21
1.4250000e+01	1.9527206e-21
1.4375000e+01	1.9968333e-21
1.4500000e+01	1.4746814e-21
1.4625000e+01	1.2467423e-21
1.4750000e+01	1.1602491e-21
1.4875000e+01	1.0668329e-21
1.5000000e+01	1.0374703e-21
1.5125000e+01	9.9322853e-22
1.5250000e+01	1.0408731e-21
1.5375000e+01	9.9160871e-22
1.5500000e+01	9.3419011e-22
1.5625000e+01	8.7763833e-22
1.5750000e+01	8.5966990e-22
1.5875000e+01	8.7803869e-22
1.6000000e+01	7.8605077e-22
1.6125000e+01	7.8843465e-22
1.6250000e+01	7.6556703e-22
1.6375000e+01	7.6104540e-22
1.6500000e+01	6.5984645e-22
1.6625000e+01	6.4313823e-22
1.6750000e+01	6.3073755e-22
1.6875000e+01	5.6366938e-22
1.7000000e+01	5.8760689e-22
1.7125000e+01	6.3566286e-22
1.7250000e+01	5.5452250e-22
1.7375000e+01	5.3157402e-22
1.7500000e+01	5.3686603e-22
1.7625000e+01	6.6485391e-22
1.7750000e+01	1.4105054e-21
1.7875000e+01	1.2482753e-21
1.8000000e+01	4.4951137e-22
1.8125000e+01	4.2578660e-22
1.8250000e+01	7.1501139e-22
1.8375000e+01	1.0225142e-21
1.8500000e+01	6.3967942e-22
1.8625000e+01	4.4036444e-22
1.8750000e+01	3.0120668e-22
1.8875000e+01	2.7456764e-22
1.9000000e+01	2.5444578e-22
1.9125000e+01	2.4898458e-22
1.9250000e+01	3.1975366e-22
1.9375000e+01	4.7759717e-22
1.9500000e+01	5.9786090e-22
1.9625000e+01	4.3975293e-22
1.9750000e+01	6.5132374e-22
1.9875000e+01	7.6318752e-22
2.0000000e+01	1.0360252e-21
2.0125000e+01	1.6458411e-21
2.0250000e+01	1.0544846e-21
2.0375000e+01	6.4023484e-22
2.0500000e+01	5.7397214e-22
2.0625000e+01	6.5353781e-22
2.0750000e+01	9.5146943e-22
2.0875000e+01	8.1891413e-22
2.1000000e+01	5.4888805e-22
2.1125000e+01	3.5136216e-22
2.1250000e+01	2.1220366e-22
2.1375000e+01	1.8560445e-22
2.1500000e+01	1.8803773e-22
2.1625000e+01	2.0058102e-22
2.1750000e+01	6.3788368e-22
2.1875000e+01	1.6599247e-21
2.2000000e+01	1.1434860e-21
2.2125000e+01	1.0231900e-21
2.2250000e+01	7.0366601e-22
2.2375000e+01	2.2778287e-22
2.2500000e+01	1.5288183e-22
2.2625000e+01	1.1780371e-22
2.2750000e+01	1.1028115e-22
2.2875000e+01	1.1850886e-22
2.3000000e+01	1.1539337e-22
2.3125000e+01	1.0172483e-22
2.3250000e+01	9.3061886e-23
2.3375000e+01	8.9035055e-23
2.3500000e+01	9.0593082e-23
2.3625000e+01	9.8318359e-23
2.3750000e+01	9.2963374e-23
2.3875000e+01	9.0016793e-23
2.4000000e+01	8.2168080e-23
2.4125000e+01	7.7688216e-23
2.4250000e+01	7.7582262e-23
2.4375000e+01	7.2220813e-23
2.4500000e+01	7.1480184e-23
2.4625000e+01	7.6393977e-23
2.4750000e+01	7.8133023e-23
2.4875000e+01	7.7122070e-23
2.5000000e+01	7.3835134e-23
2.5125000e+01	7.4789744e-23
2.5250000e+01	7.4056700e-23
2.5375000e+01	7.1890694e-23
2.5500000e+01	6.9405586e-23
2.5625000e+01	6.3415066e-23
2.5750000e+01	6.6225229e-23
2.5875000e+01	6.3877513e-23
2.6000000e+01	5.9233390e-23
2.6125000e+01	6.0107382e-23
2.6250000e+01	5.7847461e-23
2.6375000e+01	5.1962685e-23
